galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
3000208000000,3000208000141,-1,3000208000000,63000300001155,63000300001155,3000208000000,3000208000001,-1,0,63,0.0,103.19274,15073,37.041126,8.273964,22.84227,50533,4,0,2,40.15996,83.1289,-16.177511,1366,103.19274,0.16433479,164.3349,191.77174,0.13474405,3.5206797,0.97527134,13.323698,0.03451205,0.004400785,0.0025611576,0.04064093,0.009624619,0.17804103,3.679991E-4,0.0,0.0,0.0,0.009325329,0.118371986,-19.732054,-20.620806,-21.348083,-21.97085,-23.512688,-18.311153,-19.187082,-19.909893,-20.523495,-22.033512,-19.656794,-20.558165,-21.297098,-21.933466,-23.501543,10.112695,481
3000208000001,3000208000141,3000208000000,3000208000001,62000300001169,62000300001169,3000208000000,3000208000002,-1,0,62,0.019932542,102.332085,15073,37.03364,8.258738,22.84491,50533,4,0,2,41.74879,81.970924,-19.5503,1377,102.332085,0.16305201,164.29063,196.62051,0.13474405,3.5206797,0.97527134,13.177187,0.03808665,0.004397966,0.0025611576,0.04064093,0.009624619,0.17800291,4.061147E-4,0.0,0.0,0.0,0.010221871,0.118225425,-19.76001,-20.646004,-21.37138,-21.99217,-23.530966,-18.336489,-19.210484,-19.931892,-20.543898,-22.051323,-19.697,-20.593622,-21.328787,-21.960972,-23.521683,9.849265,630
3000208000002,3000208000141,3000208000001,3000208000002,61000300001190,61000300001190,3000208000000,3000208000003,-1,0,61,0.041403063,100.95503,15073,37.026855,8.241464,22.846188,50533,4,0,2,42.89657,81.977806,-23.558847,1363,100.95503,0.16141579,164.00645,196.72588,0.13474405,3.5206797,0.97527134,12.942568,0.04226102,0.0043950183,0.0025611576,0.04064093,0.009624619,0.1779584,4.5062572E-4,0.0,0.0,0.0,0.010122953,0.118287936,-19.789927,-20.672834,-21.396101,-22.014744,-23.550314,-18.36353,-19.235332,-19.955145,-20.565361,-22.069912,-19.725647,-20.61941,-21.352665,-21.98293,-23.540848,9.573412,468
3000208000003,3000208000141,3000208000002,3000208000003,60000300001194,60000300001194,3000208000000,3000208000004,-1,0,60,0.064493395,100.26651,15073,37.01562,8.225869,22.852583,50533,4,0,2,44.053463,79.856224,-26.445364,1346,100.26651,0.16006173,164.13612,198.93088,0.13474405,3.5206797,0.97527134,12.824478,0.047149103,0.0043919333,0.0025611576,0.04064093,0.009624619,0.1779063,5.0274684E-4,0.0,0.0,0.0,0.008921159,0.11793796,-19.821812,-20.701323,-21.422283,-22.038614,-23.570717,-18.392303,-19.261618,-19.979637,-20.587877,-22.089386,-19.739557,-20.63289,-21.36659,-21.997774,-23.558537,9.285558,342
3000208000004,3000208000141,3000208000003,3000208000004,59000300001197,59000300001197,3000208000000,3000208000005,-1,0,59,0.08928783,98.80339,15073,36.99886,8.206692,22.857893,50533,4,0,2,46.24732,77.89608,-29.898716,1344,98.80339,0.15820512,163.88742,195.7086,0.13474405,3.5206797,0.97527134,12.574141,0.052888837,0.004388723,0.0025611576,0.04064093,0.009624619,0.1778451,5.639492E-4,0.0,0.0,0.0,0.0087562585,0.117919646,-19.85583,-20.7317,-21.450212,-22.064123,-23.592693,-18.422922,-19.289433,-20.005466,-20.611622,-22.110155,-19.77045,-20.660675,-21.39241,-22.021729,-23.580048,8.986245,290
3000208000005,3000208000141,3000208000004,3000208000005,58000300001195,58000300001195,3000208000000,3000208000006,-1,0,58,0.11588337,98.20093,15073,36.993504,8.187757,22.868238,50533,4,0,2,46.709995,75.51154,-36.98579,1294,98.20093,0.15671125,164.16391,194.91074,0.13474405,3.5206797,0.97527134,12.469302,0.059650272,0.0043853763,0.0025611576,0.04064093,0.009624619,0.17777303,6.3604576E-4,0.0,0.0,0.0,0.008696374,0.11738687,-19.892117,-20.764147,-21.480091,-22.09154,-23.616596,-18.455462,-19.31888,-20.032757,-20.63676,-22.132582,-19.805487,-20.692095,-21.421455,-22.048536,-23.60377,8.675984,564
3000208000006,3000208000141,3000208000005,3000208000006,57000300001135,57000300001135,3000208000000,3000208000007,-1,0,57,0.14438343,96.65175,15073,36.976032,8.1599245,22.882906,50533,4,0,2,47.912403,73.30868,-40.993526,1267,96.65175,0.15461111,163.96626,200.06166,0.13474405,3.5206797,0.97527134,12.202619,0.06764182,0.004381907,0.0025611576,0.04064093,0.009624619,0.17768781,7.212589E-4,0.0,0.0,0.0,0.008667943,0.117249034,-19.931076,-20.799109,-21.512388,-22.121424,-23.64338,-18.49004,-19.350103,-20.06166,-20.66348,-22.156729,-19.843761,-20.726501,-21.453308,-22.078096,-23.630459,8.355394,236
3000208000007,3000208000141,3000208000006,3000208000007,56000300001157,56000300001157,3000208000000,3000208000008,-1,0,56,0.17489761,95.5329,15073,36.97086,8.137224,22.894432,50533,4,0,2,50.954506,70.57632,-46.304955,1231,95.5329,0.1526324,164.0677,195.32184,0.13474405,3.5206797,0.97527134,11.886268,0.07711931,0.0043783416,0.0025611576,0.04064093,0.009624619,0.17758675,8.2231686E-4,0.0,0.0,0.0,0.008131966,0.11665966,-19.9732,-20.83717,-21.547716,-22.154375,-23.673903,-18.52663,-19.3831,-20.092186,-20.691721,-22.182472,-19.874271,-20.75485,-21.48069,-22.105183,-23.65921,8.0251665,347
3000208000008,3000208000141,3000208000007,3000208000008,55000300001101,55000300001101,3000208000000,3000208000009,-1,0,55,0.20754863,93.55338,15073,36.960575,8.117206,22.905554,50533,4,0,2,54.846565,63.795532,-52.722477,1233,93.55338,0.15008104,163.73322,196.75061,0.13474405,3.5206797,0.97527134,11.668573,0.085095555,0.0043746587,0.0025611576,0.04064093,0.009624619,0.1775027,8.9299376E-4,0.0,0.0,0.0,0.0075047454,0.1167391,-20.017931,-20.877522,-21.585062,-22.18906,-23.705755,-18.565248,-19.417799,-20.124163,-20.721237,-22.2091,-19.902319,-20.781221,-21.506575,-22.13139,-23.688492,7.6860113,916
3000208000009,3000208000141,3000208000008,3000208000009,54000300001127,54000300001127,3000208000000,3000208000010,-1,0,54,0.24246909,91.83207,15073,36.942215,8.096945,22.929462,50533,4,0,2,56.54198,62.841988,-59.06598,1217,91.83207,0.14754823,163.60635,194.4419,0.13474405,3.5206797,0.97527134,11.368485,0.09806953,0.0043708854,0.0025611576,0.04064093,0.009624619,0.17736655,0.0010291428,0.0,0.0,0.0,0.006936543,0.11642625,-20.064896,-20.919584,-21.623661,-22.224428,-23.737192,-18.605856,-19.454084,-20.157427,-20.751755,-22.23619,-19.930326,-20.807362,-21.532099,-22.157066,-23.716978,7.3387194,983
