galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
78000000,78000181,-1,78000000,63000000000494,63000000000494,78000000,78000001,-1,0,63,0.0,111.28291,836,12.00452,14.908237,25.693981,20210,1,1,2,-118.114136,-77.389404,-5.5715055,1414,111.28291,0.16852175,168.52185,172.94876,1.2015585,2.7489657,0.29687795,12.224079,0.9519237,0.002122022,0.021002196,0.037219442,0.001843422,0.106495954,0.011747669,0.87223226,0.0,43.233215,0.024619672,0.09281232,-20.180624,-20.867464,-21.506453,-22.07833,-23.586714,-17.213133,-18.025816,-18.712767,-19.277622,-20.660418,-20.072847,-20.780867,-21.436943,-22.027729,-23.57172,8.120293,794
78000001,78000181,78000000,78000001,62000000000500,62000000000500,78000000,78000002,-1,0,62,0.019932542,108.78701,836,12.022029,14.923503,25.705975,20210,1,1,2,-113.69204,-77.97457,-5.126619,1388,108.78701,0.16641068,167.67484,174.55959,1.2013874,2.7394047,0.29687795,11.794144,1.0132449,0.0021200804,0.021094808,0.037052084,0.001843422,0.104827635,0.0126372455,0.78230554,0.0,43.240776,0.025398104,0.09271802,-20.1835,-20.882357,-21.523474,-22.093811,-23.596636,-17.237228,-18.048563,-18.734457,-19.298258,-20.67946,-20.07126,-20.79605,-21.455248,-22.044432,-23.581987,7.8847566,757
78000002,78000181,78000001,78000002,61000000000525,61000000000525,78000000,78000003,-1,0,61,0.041403063,107.58209,836,12.040945,14.943425,25.713455,20210,1,1,2,-108.34322,-80.377884,-6.803731,1350,107.58209,0.16487317,167.51935,175.7348,1.1796982,2.7304254,0.29687795,11.7508135,1.0886574,0.0021180066,0.021020055,0.03689362,0.001843422,0.100460775,0.013716692,0.36756492,0.0,43.191654,0.029815476,0.09136139,-20.148924,-20.881964,-21.531557,-22.104942,-23.612562,-17.262926,-18.07269,-18.757376,-19.319944,-20.699295,-20.07712,-20.824041,-21.484991,-22.071033,-23.602505,7.6343765,65
78000003,78000181,78000002,78000003,60000000000516,60000000000516,78000000,78000004,-1,0,60,0.064493395,105.258316,836,12.054209,14.9654255,25.72157,20210,1,1,2,-106.70744,-81.926315,-4.8790784,1337,105.258316,0.16267508,166.81598,173.64569,1.1404549,2.7260232,0.29687795,11.575606,1.1958704,0.0021159202,0.02074967,0.03681445,0.001843422,0.09897841,0.015143286,0.2140255,0.0,43.2336,0.031022815,0.09135261,-20.26428,-20.963205,-21.593864,-22.156454,-23.653101,-17.290203,-18.098194,-18.781487,-19.342684,-20.719954,-20.195192,-20.909092,-21.550753,-22.125122,-23.643728,7.3586273,840
78000004,78000181,78000003,78000004,59000000000539,59000000000539,78000000,78000005,-1,0,59,0.08928783,101.643555,836,12.070224,14.994912,25.72759,20210,1,1,2,-96.40955,-86.492645,-0.45794615,1257,101.643555,0.15970673,165.44295,172.5821,1.0832675,2.7233574,0.29687795,10.88742,1.3336692,0.002113816,0.020294894,0.03676532,0.001843422,0.09756636,0.0169189,3.599361,0.0,43.24655,0.02060924,0.091553584,-20.68369,-21.22079,-21.78637,-22.31218,-23.7604,-17.319277,-18.125235,-18.806952,-19.36664,-20.74184,-20.522648,-21.090784,-21.681824,-22.235905,-23.73762,7.0663767,475
78000005,78000153,78000004,78000005,58000000000503,58000000000503,78000000,78000006,78000154,0,58,0.11588337,96.99601,836,12.093138,15.02179,25.730074,20210,1,1,2,-91.03887,-88.07069,3.76626,1183,96.99601,0.15606767,163.48972,174.8591,1.1619037,2.6736805,0.29366714,9.954564,1.3601704,0.0018728253,0.022414265,0.035925895,0.0018400694,0.0928466,0.017767044,1.4428784,0.0,43.617306,0.018976608,0.090849794,-20.465261,-21.09052,-21.699446,-22.249405,-23.728937,-17.332983,-18.138506,-18.819572,-19.378862,-20.755033,-20.222115,-20.906702,-21.553244,-22.141655,-23.694393,6.87359,575
78000006,78000153,78000005,78000006,57000000000523,57000000000523,78000000,78000007,-1,0,57,0.14438343,87.27059,836,12.112962,15.052245,25.725195,20210,1,1,2,-95.548584,-87.711624,9.511374,1177,87.27059,0.14943767,158.4798,178.31061,1.1033889,2.6544333,0.29366714,8.265918,1.4785482,0.0018711763,0.022151563,0.0355473,0.0018400694,0.09073458,0.019507302,1.0955865,0.0,43.556454,0.020268079,0.09303652,-20.480663,-21.115005,-21.7228,-22.271051,-23.749308,-17.366062,-18.169073,-18.848228,-19.405754,-20.779734,-20.277277,-20.95338,-21.592617,-22.175367,-23.719854,6.6017013,454
78000007,78000153,78000006,78000007,56000000000499,56000000000499,78000000,78000008,-1,0,56,0.17489761,78.49189,836,12.135226,15.076243,25.718739,20210,1,1,2,-98.00379,-87.346146,10.073423,1163,78.49189,0.14295654,153.66692,171.7686,1.0270966,2.6393788,0.29366714,6.723027,1.6259947,0.0018697634,0.021376876,0.0352396,0.0018400694,0.08900268,0.021529231,3.3287704,2.020626E-5,43.49481,0.020616839,0.09538471,-20.694956,-21.253435,-21.826635,-22.355719,-23.813238,-17.401114,-18.201284,-18.878277,-19.433874,-20.805452,-20.513475,-21.107971,-21.709265,-22.269386,-23.7866,6.308213,55
78000008,78000118,78000007,78000008,55000000000509,55000000000509,78000000,78000009,78000119,0,55,0.20754863,74.10255,836,12.16116,15.105983,25.70611,20210,1,1,2,-98.750916,-88.05525,13.414914,1098,74.10255,0.13886209,151.49374,171.92998,1.0456419,2.5490983,0.25036255,5.9332547,1.643441,0.0016332347,0.021566475,0.03402773,0.0015651707,0.08640373,0.021646576,1.4343249,0.0,43.650555,0.016415179,0.09527491,-20.547565,-21.171875,-21.776827,-22.321474,-23.795664,-17.255957,-18.051868,-18.72584,-19.278252,-20.642878,-20.251736,-20.936056,-21.585411,-22.179317,-23.750492,6.0441904,454
78000009,78000118,78000008,78000009,54000000000467,54000000000467,78000000,78000010,-1,0,54,0.24246909,71.86484,836,12.18367,15.12877,25.698683,20210,1,1,2,-99.09098,-87.96465,19.010557,1060,71.86484,0.13596946,150.76743,174.19688,0.8869851,2.5283701,0.25036255,5.590915,1.7903355,0.0016322057,0.018984929,0.033594597,0.0015651707,0.08657684,0.02339716,2.5768104,0.0,43.650436,0.01039466,0.095257506,-20.734335,-21.303244,-21.886131,-22.418972,-23.881266,-17.29589,-18.088602,-18.760252,-19.310732,-20.673203,-20.112654,-20.806953,-21.477352,-22.106825,-23.77124,5.7450986,124
