galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
2002000000,2002000019,-1,2002000000,63000000002797,63000000002797,2002000000,2002000001,-1,0,63,0.0,0.9467224,2696,30.213291,21.821136,28.68519,31708,3,2,3,-108.34839,92.348656,-506.64194,35,0.9467224,0.03440229,34.402313,41.660828,0.11903306,0.01101459,0.0,0.0,0.067493305,0.0,4.4430274E-4,1.8622151E-5,0.0,0.0,1.1678838E-4,0.17443195,0.0,0.0,0.0054637548,0.03440229,-17.202623,-17.382359,-17.672895,-17.958256,-18.873798,99.0,99.0,99.0,99.0,99.0,-17.171265,-17.358406,-17.654615,-17.945189,-18.870144,1.8839669,802
2002000001,2002000019,2002000000,2002000001,62000000002854,62000000002854,2002000000,2002000002,-1,0,62,0.019932542,0.86065674,2696,30.232267,21.804762,28.779247,31708,3,2,3,-110.00939,97.13407,-506.03625,32,0.86065674,0.033158805,33.410694,40.40636,0.13268554,0.009102574,0.0,0.0,0.055752836,0.0,3.8927456E-4,1.2300999E-5,0.0,1.0587912E-22,7.75051E-5,0.054521404,0.0,0.0,0.01157046,0.033158805,-16.412466,-16.688057,-17.043777,-17.36727,-18.327364,99.0,99.0,99.0,99.0,99.0,-16.40904,-16.685308,-17.04159,-17.365688,-18.326908,1.9879024,704
2002000002,2002000019,2002000001,2002000002,61000000002877,61000000002877,2002000000,2002000003,-1,0,61,0.041403063,0.9467224,2696,30.252016,21.789684,28.888805,31708,3,2,3,-108.241936,101.83467,-503.01566,32,0.9467224,0.034039058,34.585377,39.090942,0.1371541,0.0084767565,0.0,0.0,0.051910106,0.0,3.6891818E-4,1.054556E-5,0.0,0.0,6.6679204E-5,0.05667537,0.0,0.0,0.011723404,0.034039058,-16.398148,-16.661367,-17.009253,-17.326965,-18.267698,99.0,99.0,99.0,99.0,99.0,-16.394836,-16.658768,-17.00721,-17.325497,-18.267275,1.8485011,599
2002000003,2002000019,2002000002,2002000003,60000000002845,60000000002845,2002000000,2002000004,-1,0,60,0.064493395,1.2909851,2696,30.277927,21.77091,29.002531,31709,3,2,3,-105.70455,105.15435,-499.93674,35,1.2909851,0.037515376,38.470333,39.902016,0.14200118,0.0077979257,0.0,0.0,0.047741845,0.0,3.4562658E-4,8.811309E-6,0.0,0.0,5.5976965E-5,0.059784938,0.0,0.0,0.011696506,0.037515376,-16.372805,-16.628113,-16.973478,-17.289225,-18.222927,99.0,99.0,99.0,99.0,99.0,-16.369354,-16.625473,-16.97144,-17.287767,-18.222507,1.7088743,47
2002000004,2002000019,2002000003,2002000004,59000000002903,59000000002903,2002000000,2002000005,-1,0,59,0.08928783,1.3770508,2696,30.310408,21.747772,29.121801,31709,3,2,3,-104.21306,108.91615,-497.7272,35,1.3770508,0.038072664,39.44013,42.701183,0.1473179,0.0070533333,0.0,0.0,0.04316978,0.0,3.186798E-4,7.105455E-6,0.0,0.0,4.544048E-5,0.05432467,0.0,0.0,0.012509087,0.038072664,-16.25888,-16.52404,-16.877588,-17.1939,-18.12086,99.0,99.0,99.0,99.0,99.0,-16.25715,-16.52264,-16.876469,-17.193089,-18.120623,1.573923,408
2002000005,2002000019,2002000004,2002000005,58000000002812,58000000002812,2002000000,2002000006,-1,0,58,0.11588337,1.2909851,2696,30.33771,21.723635,29.240866,31709,3,2,3,-100.62081,114.13632,-488.87265,36,1.2909851,0.036985833,38.74475,45.958572,0.15232553,0.00635202,0.0,0.0,0.03886347,0.0,2.920034E-4,5.6795107E-6,0.0,0.0,3.6631653E-5,0.028594416,0.0,0.0,0.015739834,0.036985833,-15.953086,-16.27232,-16.656424,-16.986307,-17.929487,99.0,99.0,99.0,99.0,99.0,-15.951687,-16.271282,-16.655634,-16.985746,-17.929325,1.4200613,60
2002000006,2002000019,2002000005,2002000006,57000000002353,57000000002353,2002000000,2002000007,-1,0,57,0.14438343,1.2049193,2697,30.370708,21.699186,29.368324,31737,3,2,3,-101.001564,119.13117,-489.1103,43,1.2049193,0.035850078,38.019283,42.848793,0.15504919,0.0059705805,0.0,0.0,0.036521297,0.0,2.7697682E-4,4.9745263E-6,0.0,0.0,3.22875E-5,0.0104620885,0.0,0.0,0.019158646,0.035850078,-15.8787,-16.232018,-16.61965,-16.939428,-17.820919,99.0,99.0,99.0,99.0,99.0,-15.878135,-16.231562,-16.619282,-16.939161,-17.820843,1.1798326,702
2002000007,2002000019,2002000006,2002000007,56000000002821,56000000002821,2002000000,2002000008,-1,0,56,0.17489761,1.1188537,2697,30.405197,21.676691,29.505476,31737,3,2,3,-100.210106,121.77142,-487.67523,37,1.1188537,0.03466199,37.258884,42.237946,0.1560757,0.005826822,0.0,0.0,0.03563858,0.0,2.7122025E-4,4.7213944E-6,0.0,0.0,3.0731044E-5,0.0344286,0.0,0.0,0.015644217,0.03466199,-16.266092,-16.508007,-16.81751,-17.089579,-17.86699,99.0,99.0,99.0,99.0,99.0,-16.265165,-16.507267,-16.816921,-17.089151,-17.866863,0.87459743,822
2002000008,2002000019,2002000007,2002000008,55000000002982,55000000002982,2002000000,2002000009,-1,0,55,0.20754863,0.9467224,2697,30.43859,21.638699,29.649672,31737,3,2,3,-96.080925,124.460594,-480.69083,36,0.9467224,0.03246237,35.41532,38.020275,0.15954491,0.0053409575,0.0,0.0,0.0326552,0.0,2.5140526E-4,3.9185475E-6,0.0,0.0,2.5777117E-5,0.026079224,0.0,0.0,0.01762877,0.03246237,-16.448332,-16.629498,-16.88901,-17.142992,-17.879229,99.0,99.0,99.0,99.0,99.0,-16.447752,-16.629023,-16.888626,-17.142715,-17.879147,0.599389,520
2002000009,2002000019,2002000008,2002000009,54000000003959,54000000003959,2002000000,2002000010,-1,0,54,0.24246909,0.516394,2697,30.445534,21.506424,29.81685,31737,3,2,3,-97.92845,124.49998,-466.11313,22,0.516394,0.026237933,29.093487,35.316074,0.16223589,0.0049640904,0.0,0.0,0.030341098,0.0,2.3565016E-4,3.349144E-6,0.0,0.0,2.2266517E-5,0.2921907,0.0,0.0,0.004647994,0.026237933,-17.399471,-17.442392,-17.627773,-17.828083,-18.471054,99.0,99.0,99.0,99.0,99.0,-17.382986,-17.429518,-17.617605,-17.820686,-18.468586,0.2842779,42
2002000010,2002000019,2002000009,2002000010,53000000002689,53000000002689,2002000000,2002000011,-1,0,53,0.2798018,0.9467224,2697,30.502695,21.568773,29.967312,31737,3,2,3,-91.26615,127.50772,-471.35837,41,0.9467224,0.03173407,35.81941,38.58714,0.19301687,6.532422E-4,0.0,0.0,0.0038709762,0.0,3.3966793E-5,5.6160864E-8,0.0,0.0,3.5609983E-7,0.01805731,0.0,0.0,0.022963816,0.03173407,-14.583999,-14.59786,-14.755488,-14.930289,-15.476815,99.0,99.0,99.0,99.0,99.0,-14.583985,-14.59785,-14.75548,-14.930283,-15.476814,0.5962693,744
2002000011,2002000019,2002000010,2002000011,52000000002716,52000000002716,2002000000,2002000012,-1,0,52,0.31970343,1.032788,2698,30.535019,21.423185,30.131031,31723,3,2,3,-88.26132,127.53963,-464.8471,41,1.032788,0.03224691,37.113464,40.5449,0.19495322,3.8205454E-4,0.0,0.0,0.0022057882,0.0,1.996573E-5,1.8928116E-8,0.0,0.0,1.213516E-7,0.018862765,0.0,0.0,0.022509243,0.03224691,-14.28641,-14.250924,-14.381548,-14.533233,-15.040524,99.0,99.0,99.0,99.0,99.0,-14.286404,-14.250919,-14.381544,-14.53323,-15.040523,0.52939326,68
2002000012,2002000019,2002000011,2002000012,51000000002449,51000000002449,2002000000,2002000013,-1,0,51,0.36234027,1.2049193,2698,30.54196,21.369947,30.305939,31727,3,2,3,-85.99289,131.89668,-459.2079,44,1.2049193,0.033469632,39.348076,43.611927,0.19700591,9.457404E-5,0.0,3.6105776E-6,4.4055746E-4,0.0,4.9688865E-6,1.1560577E-9,0.0,4.434208E-11,5.410557E-9,0.0,0.0,34.94796,0.028549666,2.840527E-4,-11.215002,-11.515768,-11.8675995,-12.169917,-13.0190525,99.0,99.0,99.0,99.0,99.0,-11.215002,-11.515768,-11.8675995,-12.169917,-13.0190525,1.2105491,901
2002000013,2002000019,2002000012,2002000013,50000000002647,50000000002647,2002000000,2002000014,-1,0,50,0.40789944,1.3770508,2698,30.570621,21.338829,30.477846,31727,3,2,3,-82.08679,133.73691,-452.79263,40,1.3770508,0.034456603,41.458035,44.136696,0.19700591,9.457404E-5,0.0,4.3890886E-6,5.186892E-4,0.0,4.9688865E-6,1.1560577E-9,0.0,5.3903104E-11,6.370106E-9,0.0,0.0,35.152657,0.027199212,3.3913535E-4,-11.598024,-11.76404,-11.998443,-12.223835,-12.874656,99.0,99.0,99.0,99.0,99.0,-11.598024,-11.76404,-11.998443,-12.223835,-12.874656,0.8399491,930
2002000014,2002000019,2002000013,2002000014,49000000002553,49000000002553,2002000000,2002000015,-1,0,49,0.45657724,0.9467224,2698,30.625156,21.369345,30.695803,31727,3,2,3,-77.47814,132.49611,-448.53333,42,0.9467224,0.029903896,36.89924,42.664867,0.19700591,9.457404E-5,0.0,0.0,6.139162E-4,0.0,4.9688865E-6,1.1560577E-9,0.0,0.0,7.539605E-9,0.0016128137,0.0,0.0,0.027553495,0.029903896,-12.31786,-12.352473,-12.512792,-12.690517,-13.236745,99.0,99.0,99.0,99.0,99.0,-12.31786,-12.352473,-12.512792,-12.690517,-13.236745,0.46615547,843
2002000015,2002000019,2002000014,2002000015,48000000002642,48000000002642,2002000000,2002000016,-1,0,48,0.5085914,0.86065674,2698,30.654467,21.298855,30.89071,31727,3,2,3,-74.49373,135.35727,-442.8102,39,0.86065674,0.028444476,36.07331,43.811043,0.19718601,6.935189E-5,0.0,0.0,4.5904325E-4,0.0,3.6453612E-6,6.091015E-10,0.0,0.0,4.1289394E-9,0.004397744,0.0,0.0,0.027228301,0.028444476,-12.670143,-12.613582,-12.722812,-12.857398,-13.308592,99.0,99.0,99.0,99.0,99.0,-12.670142,-12.613581,-12.722811,-12.857398,-13.308592,0.19098608,289
2002000016,2002000019,2002000015,2002000016,47000000003065,47000000003065,2002000000,2002000017,-1,0,47,0.5641766,2.4959044,2698,30.670956,21.1957,31.041641,31727,3,2,3,-69.31379,132.3838,-437.75302,35,2.4959044,0.039767902,51.953835,52.18355,0.17069322,4.2396485E-7,0.0,0.036077026,3.6123613E-5,0.0,2.2313644E-8,8.744486E-15,0.0,2.8628274E-13,2.3376127E-16,2.7077516E-5,0.0,41.033813,0.017244529,0.024807224,-8.373359,-8.077436,-7.9938583,-7.823594,-7.5067525,99.0,99.0,99.0,99.0,99.0,-8.373357,-8.0774355,-7.9938574,-7.8235936,-7.5067525,0.01310098,41
2002000017,2002000019,2002000016,2002000017,46000000003319,46000000003319,2002000000,2002000018,-1,0,46,0.6235901,1.6352477,30069,30.703247,21.127895,31.272161,144075,3,2,3,-65.90255,131.21413,-427.37076,33,1.6352477,0.03380804,45.609123,47.587914,0.07961967,0.0,0.0,0.0210064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.758263,0.022522015,0.024120534,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.0,261
