haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
7000055000244,23000000001608,7000055000248,7000055000000,23,4.1794686,7000055000245,-1,7000055000243,7000055000244,-1,25,1.8073791,1.8073791,1.8934448,654,3.4807196,8.365238,30.9306,19757,0,0,3,-98.47186,222.78517,96.202286,44.463623,74.418755,0.164536,-0.039407868,-0.029784163,372862,0,1608,0.010392869,224
7000055000245,22000000001193,7000055000248,7000055000000,22,4.5195556,7000055000246,-1,7000055000244,7000055000245,-1,29,2.5819702,2.5819702,2.5819702,654,3.5464845,8.243994,30.897175,19757,0,0,3,-81.54079,188.11209,74.63104,53.234997,84.45488,-0.005014235,-0.018952956,-0.09099922,372892,0,1193,0.008869809,66
7000055000246,21000000001166,7000055000248,7000055000000,21,4.888449,7000055000247,-1,7000055000245,7000055000246,-1,21,1.8073791,1.8073791,2.1516418,654,3.5638716,8.169432,30.83852,19757,0,0,3,-78.23358,145.66138,43.82562,42.898266,75.02884,0.014595365,-0.11818728,-0.015725572,372888,0,1166,0.008645556,623
7000055000247,20000000000768,7000055000248,7000055000000,20,5.2888336,7000055000248,-1,7000055000246,7000055000247,-1,26,1.549182,1.549182,1.549182,654,3.6110435,8.084113,30.82348,19757,0,0,3,-69.3944,126.22932,34.345856,48.324623,79.531815,0.03918576,-0.13400382,-0.15875845,372862,0,768,0.009351725,560
7000055000248,19000000001000,7000055000248,7000055000000,19,5.7238646,-1,-1,7000055000247,7000055000248,-1,22,0.6885254,0.6885254,1.1188537,654,3.66118,8.023032,30.818966,19757,0,0,3,-66.86604,118.37395,32.04651,43.9002,77.66761,0.06565313,-0.028016085,-0.050041817,372888,0,1000,0.008634328,133
7000055000249,26000000000026,7000055000256,7000055000000,26,3.3080978,7000055000250,7000055000257,7000055000203,7000055000204,-1,37,0.0,0.0,0.0,32113,3.2634795,9.322642,31.41786,132107,0,1,3,-160.86542,77.42511,40.459415,54.756145,93.72857,0.08239947,0.06240927,0.005788272,393803,0,26,0.009439601,409
7000055000250,25000000000039,7000055000256,7000055000000,25,3.575905,7000055000251,-1,7000055000249,7000055000205,7000055000258,45,0.0,0.0,0.0,32113,3.366855,9.25692,31.386345,132107,0,1,3,-173.05139,84.78463,76.66378,59.166862,100.997795,0.078242235,0.21074536,-0.06398337,393803,0,39,0.008823829,810
7000055000251,24000000000810,7000055000256,7000055000000,24,3.8656828,7000055000252,-1,7000055000250,7000055000251,-1,55,4.905743,4.733612,5.1639404,32113,3.4522517,9.195758,31.304932,132107,0,1,3,-163.23132,65.007706,90.36002,57.512234,97.15774,0.16034809,0.13264859,0.06713553,393406,0,810,0.011836411,222
7000055000252,23000000000734,7000055000256,7000055000000,23,4.1794686,7000055000253,-1,7000055000251,7000055000252,-1,60,4.131152,4.131152,4.3032837,32113,3.5042715,9.180356,31.277111,132107,0,1,3,-149.03848,48.905342,92.807915,60.493015,101.740364,0.17002073,0.0958856,0.07828303,393825,0,734,0.01234121,164
7000055000253,22000000000813,7000055000256,7000055000000,22,4.5195556,7000055000254,-1,7000055000252,7000055000253,-1,49,3.098364,3.098364,3.5286925,654,3.603664,9.127781,31.214083,19759,0,1,3,-125.77942,34.17378,99.37362,59.707443,99.090065,0.055343278,0.048785128,0.022503173,393770,0,813,0.0097874785,101
7000055000254,21000000000824,7000055000256,7000055000000,21,4.888449,7000055000255,-1,7000055000253,7000055000254,-1,40,2.5819702,2.5819702,3.2704954,654,3.6769526,9.107133,31.1411,19759,0,1,3,-121.278076,33.171124,100.24965,63.499607,110.138535,0.06311708,0.08010988,-0.022150496,393398,0,824,0.010104617,956
7000055000255,20000000000871,7000055000256,7000055000000,20,5.2888336,7000055000256,-1,7000055000254,7000055000255,-1,33,2.4959044,2.4959044,2.4959044,654,3.7310643,9.100216,31.091503,19759,0,1,3,-108.29382,27.86283,97.63979,62.533207,104.429794,0.09624336,0.08536272,0.052975718,393398,0,871,0.007276047,508
7000055000256,19000000000689,7000055000256,7000055000000,19,5.7238646,-1,-1,7000055000255,7000055000256,-1,32,2.3237731,2.3237731,2.4098387,654,3.7811534,9.083655,31.036283,19759,0,1,3,-109.272194,21.890825,91.167984,55.66379,97.382065,0.0995302,0.081826754,-0.0020840818,393761,0,689,0.0078043295,72
7000055000257,26000000000025,7000055000264,7000055000000,26,3.3080978,7000055000258,-1,7000055000203,7000055000204,7000055000249,45,0.0,0.0,0.0,32113,3.5196962,8.865583,31.309011,132107,0,0,3,-375.73602,195.0802,146.1563,60.704235,97.36424,-0.09247369,-0.060810894,0.086052805,393509,0,25,0.010551505,449
7000055000258,25000000000040,7000055000264,7000055000000,25,3.575905,7000055000259,-1,7000055000257,7000055000205,-1,29,0.0,0.0,0.0,654,3.7398486,8.757107,31.186281,19757,0,0,3,-337.91977,120.56317,196.36491,58.409447,82.99456,-0.10704681,-0.050624803,-0.026205096,393574,0,40,0.009259376,820
7000055000259,24000000000043,7000055000264,7000055000000,24,3.8656828,7000055000260,-1,7000055000258,7000055000206,-1,71,0.0,0.0,0.0,654,3.8886433,8.722168,31.074356,19757,0,0,3,-299.98215,87.515335,195.27296,61.09325,107.14274,0.13237691,-0.017221836,-0.06340779,393573,0,43,0.014692066,693
7000055000260,23000000000211,7000055000264,7000055000000,23,4.1794686,7000055000261,-1,7000055000259,7000055000192,-1,87,0.0,0.0,0.0,657,4.0369434,8.694433,30.982424,19812,0,0,3,-269.75623,61.681686,177.47102,74.09826,120.56032,0.069031276,0.019442748,-0.17271514,393573,0,211,0.01236246,749
7000055000261,22000000000550,7000055000264,7000055000000,22,4.5195556,7000055000262,-1,7000055000260,7000055000261,-1,64,5.680334,5.680334,5.680334,657,4.1569853,8.661804,30.896202,19812,0,0,3,-236.37598,52.074802,148.70544,76.620575,120.31493,0.101654105,0.012375202,-0.15199617,393573,0,550,0.009547577,620
7000055000262,21000000000646,7000055000264,7000055000000,21,4.888449,7000055000263,-1,7000055000261,7000055000262,-1,48,3.18443,3.18443,3.2704954,657,4.265694,8.640799,30.837982,19812,0,0,3,-219.29092,54.205917,139.06404,61.216656,107.949455,-0.0047818343,0.0058519966,-0.22541244,393574,0,646,0.008306486,52
7000055000263,20000000000747,7000055000264,7000055000000,20,5.2888336,7000055000264,-1,7000055000262,7000055000263,-1,37,2.4098387,2.4098387,2.4959044,657,4.400564,8.583461,30.780563,19812,0,0,3,-190.78502,49.534306,122.70015,63.42578,106.288704,0.095446825,0.032449674,-0.079098806,393574,0,747,0.0062251426,675
7000055000264,19000000000871,7000055000264,7000055000000,19,5.7238646,-1,-1,7000055000263,7000055000264,-1,27,1.9795104,1.9795104,2.065576,657,4.488076,8.562442,30.720629,19812,0,0,3,-189.03416,49.47767,108.20913,55.76595,99.03482,0.031333394,0.001113405,-0.053011313,393573,0,871,0.0058323233,580
7000055000265,30000700000008,7000055000298,7000055000000,30,2.422044,7000055000266,7000055000299,7000055000032,7000055000033,7000055000316,47,0.0,0.0,0.0,32113,3.0535934,9.313593,31.681448,132107,0,1,3,-220.07806,-207.32849,-164.0056,79.65627,122.98729,0.0762604,0.0038821576,-0.013319127,19288503,7,8,0.006284894,745
7000055000266,29000000000003,7000055000298,7000055000000,29,2.6188614,7000055000267,-1,7000055000265,7000055000034,7000055000382,70,0.0,0.0,0.0,32113,3.0630279,9.534326,31.987797,132107,0,1,3,-79.26173,-396.1991,-499.7494,97.01655,156.82689,0.12072202,-0.09682891,0.0043105306,19288610,0,3,0.006396378,233
7000055000267,28000000000002,7000055000298,7000055000000,28,2.8311827,7000055000268,-1,7000055000266,7000055000035,7000055000124,318,0.0,0.0,0.0,32113,3.143003,9.712839,32.190166,132107,0,1,3,-142.73795,-266.56396,-248.20479,127.07393,211.01355,0.11202313,-0.040293004,-0.0774841,19288997,0,2,0.014110422,853
7000055000268,27000700000015,7000055000298,7000055000000,27,3.060419,7000055000269,-1,7000055000267,7000055000036,7000055000175,460,0.0,0.0,0.0,32114,3.2229288,9.838964,32.313625,132125,0,1,3,-137.82645,-207.55118,-160.29486,125.70286,210.86191,0.06307104,-0.15229474,-0.017784303,19289008,7,15,0.019341456,345
7000055000269,26000700000068,7000055000297,7000055000000,26,3.3080978,7000055000270,7000055000298,7000055000268,7000055000269,7000055000298,623,48.28284,46.991856,51.03694,32114,3.2910066,9.941137,32.372074,132125,0,1,3,-147.7165,-168.2275,-111.01913,127.264885,213.87065,0.15936308,-0.33097428,0.13153552,19288585,7,68,0.026655741,563
7000055000270,25000700000065,7000055000297,7000055000000,25,3.575905,7000055000271,-1,7000055000269,7000055000270,-1,620,50.176285,50.004154,51.811535,32114,3.3602896,10.008116,32.40212,132125,0,1,3,-128.67708,-145.32831,-85.50213,131.29034,218.23494,0.020561028,-0.21921174,-0.045826726,19288517,7,65,0.026914492,250
7000055000271,24000700000065,7000055000297,7000055000000,24,3.8656828,7000055000272,-1,7000055000270,7000055000271,-1,542,44.323822,44.065624,45.95907,32114,3.4111414,10.081643,32.400085,132125,0,1,3,-122.85604,-128.36,-70.46745,134.82462,215.56757,0.12808995,-0.2465894,-0.033811223,19288734,7,65,0.021975491,667
7000055000272,23000700000051,7000055000297,7000055000000,23,4.1794686,7000055000273,-1,7000055000271,7000055000272,-1,548,39.504143,38.815617,41.913982,32114,3.478728,10.125943,32.427612,132125,0,1,3,-112.834984,-121.39113,-52.26641,132.92696,212.52557,0.16972783,-0.49074164,-0.14158605,19288523,7,51,0.023632716,814
7000055000273,22000700000045,7000055000290,7000055000000,22,4.5195556,7000055000274,7000055000291,7000055000272,7000055000273,7000055000292,436,35.02873,34.684467,35.889385,32114,3.551592,10.223338,32.48244,132125,0,1,3,-101.66633,-105.833725,-42.49393,133.19987,206.03726,-0.011110314,-0.23345898,-0.21320313,19288940,7,45,0.020332204,742
7000055000274,21000700000047,7000055000290,7000055000000,21,4.888449,7000055000275,-1,7000055000273,7000055000274,-1,353,31.155773,31.069708,32.102497,32114,3.5869896,10.226337,32.471195,132125,0,1,3,-96.1151,-93.967735,-34.465565,138.68083,224.16182,-0.042152457,-0.16524045,-0.38025233,19288582,7,47,0.014145182,192
7000055000275,20000700000045,7000055000290,7000055000000,20,5.2888336,7000055000276,-1,7000055000274,7000055000275,-1,301,24.44265,24.27052,25.131176,32114,3.63366,10.286831,32.49291,132125,0,1,3,-99.779274,-93.436584,-29.475744,123.453384,209.34947,-0.09596609,0.024534479,-0.38624913,19288582,7,45,0.013781967,65
7000055000276,19000700000029,7000055000282,7000055000000,19,5.7238646,7000055000277,7000055000283,7000055000275,7000055000276,7000055000283,61,12.049194,12.049194,12.909851,32114,3.6518192,10.274495,32.459835,132125,0,1,3,-75.81271,-7.565234,35.284866,79.05142,132.48323,0.011942404,0.10301641,-0.1390619,19288512,7,29,0.007261536,786
7000055000277,18000700000067,7000055000282,7000055000000,18,6.1968336,7000055000278,-1,7000055000276,7000055000277,-1,110,10.241815,10.241815,10.327881,32114,3.691062,10.274036,32.416077,132125,0,1,3,-79.74512,-46.164852,24.743286,100.27507,164.85384,-0.038329832,0.152383,-0.08489884,19288940,7,67,0.009140974,296
7000055000278,17000700000044,7000055000282,7000055000000,17,6.7115865,7000055000279,-1,7000055000277,7000055000278,-1,118,8.176239,8.176239,8.176239,32114,3.751928,10.262026,32.41994,132125,0,1,3,-85.6775,-53.73719,15.93115,102.71552,163.18372,0.035899207,0.16570918,-0.16976887,19288998,7,44,0.008917116,705
7000055000279,16000700000048,7000055000282,7000055000000,16,7.272188,7000055000280,-1,7000055000278,7000055000279,-1,71,4.733612,4.733612,4.733612,32114,3.8157592,10.292718,32.405994,132125,0,1,3,-103.75942,-47.876923,28.166029,84.63999,133.27727,9.250653E-4,0.12547536,-0.09086821,19289000,7,48,0.008895503,230
7000055000280,15000700000053,7000055000282,7000055000000,15,7.8832035,7000055000281,-1,7000055000279,7000055000280,-1,50,3.18443,3.18443,3.18443,32114,3.9003017,10.270463,32.3706,132125,0,1,3,-106.66932,-42.211506,26.304546,70.901024,125.76226,0.018395837,0.06801087,0.01100261,19289000,7,53,0.006270214,906
7000055000281,14000700000067,7000055000282,7000055000000,14,8.549912,7000055000282,-1,7000055000280,7000055000281,-1,31,2.4098387,2.4098387,2.4959044,32109,3.9561644,10.299217,32.352062,132180,0,1,3,-110.99924,-45.34895,14.998104,69.3919,119.19323,0.096756876,0.04784963,-0.020953914,19289003,7,67,0.0046719476,740
7000055000282,13000700000068,7000055000282,7000055000000,13,9.277915,-1,-1,7000055000281,7000055000282,-1,21,1.4631164,1.4631164,1.6352477,32109,4.0328474,10.304102,32.34351,132180,0,1,3,-112.352516,-36.469814,26.206745,58.961494,107.77725,0.02007452,0.020036185,-0.041617103,19288998,7,68,0.0046916385,212
7000055000283,19000700000028,7000055000290,7000055000000,19,5.7238646,7000055000284,-1,7000055000275,7000055000276,-1,195,0.0,0.0,0.0,32114,3.7446826,10.38261,32.51207,132125,0,1,3,-110.33108,-122.41105,-49.407085,107.403435,159.75226,-0.11343584,-0.068514876,-0.29822862,19288429,7,28,0.014816945,322
7000055000284,18000700000057,7000055000290,7000055000000,18,6.1968336,7000055000285,-1,7000055000283,7000055000284,-1,124,4.733612,4.733612,5.680334,32114,3.8789337,10.432648,32.569286,132125,0,1,3,-94.46952,-115.43436,-47.962433,94.59259,129.2647,-0.08736229,-0.25199005,-0.22571552,19288503,7,57,0.014624009,743
7000055000285,17000700000184,7000055000287,7000055000000,17,6.7115865,7000055000286,7000055000288,7000055000284,7000055000285,-1,44,3.18443,3.18443,3.2704954,32109,3.9614794,10.481062,32.56415,132180,0,1,3,-173.5721,-129.31609,23.531914,69.03808,114.677704,0.06867839,-0.0067602806,0.0021560073,19288499,7,184,0.006473509,90
7000055000286,16000700000104,7000055000287,7000055000000,16,7.272188,7000055000287,-1,7000055000285,7000055000286,-1,47,3.0122986,3.0122986,3.098364,32109,4.041618,10.550474,32.558464,132180,0,1,3,-142.42357,-123.167656,17.98668,67.4157,118.50676,0.08579803,-0.06962344,0.0051926402,19288727,7,104,0.00724946,614
7000055000287,15000700000081,7000055000287,7000055000000,15,7.8832035,-1,-1,7000055000286,7000055000287,-1,41,2.1516418,2.1516418,2.3237731,32109,4.090682,10.627874,32.55316,132180,0,1,3,-122.79347,-127.17924,18.030725,64.295494,109.79552,0.017189898,0.053457454,-0.02837009,19288727,7,81,0.0069025494,663
7000055000288,17000700000142,7000055000290,7000055000000,17,6.7115865,7000055000289,-1,7000055000284,7000055000288,-1,53,4.6475463,4.6475463,4.6475463,32114,3.737486,10.516418,32.641315,132125,0,1,3,-37.33446,-93.18182,-95.7093,84.851166,131.36226,-0.09041982,0.06260662,0.0012059179,19288472,7,142,0.00678243,795
7000055000289,16000700000121,7000055000290,7000055000000,16,7.272188,7000055000290,-1,7000055000288,7000055000289,-1,43,3.2704954,3.2704954,3.2704954,32114,3.7865539,10.550058,32.686172,132125,0,1,3,-67.28676,-82.39308,-88.975624,77.10532,125.51401,-0.05854678,0.042555455,0.016647456,19288473,7,121,0.005836849,164
7000055000290,15000700000109,7000055000290,7000055000000,15,7.8832035,-1,-1,7000055000289,7000055000290,-1,34,1.9795104,1.9795104,1.9795104,32114,3.8285036,10.607954,32.696476,132125,0,1,3,-59.092785,-81.07377,-72.945724,67.98254,111.77045,-0.04783886,0.058242686,-0.009469508,19288472,7,109,0.0057963743,394
7000055000291,22000700000047,7000055000291,7000055000000,22,4.5195556,-1,7000055000292,7000055000272,7000055000273,-1,21,0.0,0.0,0.0,32114,3.4728248,10.184076,32.43792,132125,0,1,3,-130.60086,-39.94135,-60.035046,74.52238,111.636444,-0.0065820636,5.200292E-4,0.03871007,19288431,7,47,0.003955806,785
7000055000292,22000700000046,7000055000297,7000055000000,22,4.5195556,7000055000293,-1,7000055000272,7000055000273,7000055000291,24,0.0,0.0,0.0,32114,3.6673748,10.318134,32.60602,132125,0,1,3,-301.9668,-167.4638,-27.278242,54.452187,86.96319,-0.05069685,0.084650084,-0.06663848,19288763,7,46,0.007365193,658
7000055000293,21000700000497,7000055000297,7000055000000,21,4.888449,7000055000294,-1,7000055000292,7000055000293,-1,45,3.442627,3.442627,3.7868896,32114,3.8279376,10.421702,32.60169,132125,0,1,3,-267.65384,-140.8611,1.3223513,58.85437,108.37369,-0.033742413,0.010769792,-0.072254375,19288763,7,497,0.008396404,197
7000055000294,20000700000429,7000055000297,7000055000000,20,5.2888336,7000055000295,-1,7000055000293,7000055000294,-1,48,3.6147583,3.6147583,3.6147583,32109,3.973589,10.487709,32.5978,132180,0,1,3,-231.31741,-122.60759,7.4359336,60.43833,107.913124,-0.018058665,0.04615535,-0.03545822,19288763,7,429,0.008606561,853
7000055000295,19000700000286,7000055000297,7000055000000,19,5.7238646,7000055000296,-1,7000055000294,7000055000295,-1,53,3.442627,3.442627,3.442627,32109,4.105368,10.547707,32.58959,132180,0,1,3,-214.61595,-103.794525,14.783304,67.380875,112.06152,-0.053878587,-0.0027803562,-0.018205885,19288693,7,286,0.009618048,849
7000055000296,18000700000257,7000055000297,7000055000000,18,6.1968336,7000055000297,-1,7000055000295,7000055000296,-1,46,3.098364,3.0122986,3.2704954,32109,4.2487984,10.622321,32.598118,132180,0,1,3,-202.12738,-91.38044,28.332924,75.9625,118.33977,-0.04509069,-0.032880124,-0.028921759,19288686,7,257,0.0064295083,702
7000055000297,17000700000149,7000055000297,7000055000000,17,6.7115865,-1,-1,7000055000296,7000055000297,-1,52,3.0122986,3.0122986,3.0122986,32109,4.3263254,10.667977,32.588478,132180,0,1,3,-189.05638,-93.223175,18.961323,64.6495,110.370804,-0.033643093,-0.07979382,-2.301786E-4,19288686,7,149,0.009223235,548
7000055000298,26000700000069,7000055000298,7000055000000,26,3.3080978,-1,-1,7000055000268,7000055000269,-1,20,0.0,0.0,0.0,32114,3.2761505,9.86734,32.182076,132121,0,1,3,-22.222605,-156.54085,-186.94775,48.55542,76.919174,0.049255025,0.04165568,0.0026863955,19288721,7,69,0.007909629,310
7000055000299,30000000000804,7000055000304,7000055000000,30,2.422044,7000055000300,-1,7000055000032,7000055000299,-1,83,3.7868896,3.7868896,3.7868896,654,2.7133305,9.466206,31.17713,19758,0,1,3,118.98562,-215.69112,398.2656,46.83807,73.94316,-0.035311393,0.14895926,0.071418375,391160,0,804,0.032806285,862
7000055000300,29000000000883,7000055000304,7000055000000,29,2.6188614,7000055000301,-1,7000055000299,7000055000300,-1,77,4.131152,3.9590209,4.4754148,654,2.6606398,9.58478,30.945387,19758,0,1,3,103.778366,-215.27771,336.4693,50.457108,77.09795,-0.013983611,0.19432457,0.1415434,391189,0,883,0.024893865,806
7000055000301,28000000000675,7000055000304,7000055000000,28,2.8311827,7000055000302,-1,7000055000300,7000055000301,-1,98,6.540991,6.1106625,7.1434507,654,2.5945973,9.66317,30.785578,19758,0,1,3,76.282776,-195.59206,289.14728,59.621273,91.23976,0.011086528,-0.18047117,0.06759587,390329,0,675,0.02399692,239
7000055000302,27000000000658,7000055000304,7000055000000,27,3.060419,7000055000303,-1,7000055000301,7000055000302,-1,94,4.8196774,4.733612,5.1639404,654,2.5372653,9.761653,30.618221,19758,0,1,3,47.206657,-176.62424,262.83038,61.776146,93.80222,-0.05600015,-0.18866146,0.10340861,390516,0,658,0.024011888,180
7000055000303,26000000001255,7000055000304,7000055000000,26,3.3080978,7000055000304,-1,7000055000302,7000055000303,-1,36,2.4098387,2.4098387,2.4959044,653,2.5102348,9.855946,30.475882,19772,0,1,3,85.42533,-125.17686,217.61598,46.90757,76.670494,-0.069928706,-0.014524275,-0.031175276,390333,0,1255,0.014650016,666
7000055000304,25000000002210,7000055000304,7000055000000,25,3.575905,-1,-1,7000055000303,7000055000304,-1,28,1.1188537,1.1188537,1.1188537,653,2.4870944,9.957219,30.364477,19772,0,1,3,68.42146,-114.18345,201.71938,39.627274,63.925034,-0.09949547,0.006694565,-0.03674095,390522,0,2210,0.01987105,596
7000055000305,31000700003344,7000055000306,7000055000000,31,2.2394855,7000055000306,7000055000307,7000055000031,7000055000305,-1,20,1.2049193,1.1188537,1.2909851,32113,3.3221862,9.019498,31.680628,132107,0,1,3,-408.00525,265.69138,515.89325,38.41788,68.29402,-0.11513237,0.039322075,0.12198092,373464,7,3344,0.012159641,820
7000055000306,30000700003704,7000055000306,7000055000000,30,2.422044,-1,-1,7000055000305,7000055000306,-1,20,0.6885254,0.6885254,0.774591,32113,3.54015,8.885275,31.41711,132107,0,0,3,-314.6164,193.99062,459.7814,31.606642,48.315834,-0.09997189,-0.16389927,0.10230852,397422,7,3704,0.021572137,738
7000055000307,31000700001520,7000055000314,7000055000000,31,2.2394855,7000055000308,7000055000315,7000055000031,7000055000307,-1,34,1.6352477,1.6352477,1.9795104,32113,3.3294003,9.382897,32.25029,132111,0,1,3,-373.25418,-40.08,-353.0614,39.70494,66.627365,-0.30453727,-0.07253195,0.2985174,19288048,7,1520,0.015968183,93
7000055000308,30000700002049,7000055000314,7000055000000,30,2.422044,7000055000309,-1,7000055000307,7000055000308,-1,36,2.1516418,2.065576,2.1516418,32113,3.4951608,9.421641,32.424015,132111,0,1,3,-269.44513,-32.728313,-270.94672,35.353535,64.25525,-0.12626213,0.060439654,0.1574791,19289854,7,2049,0.017846856,963
7000055000309,28000700003422,7000055000314,7000055000000,28,2.8311827,7000055000310,-1,7000055000308,7000055000309,-1,21,1.4631164,1.2909851,1.4631164,32113,3.747583,9.468983,32.682987,132111,0,1,3,-196.09152,-35.21377,-186.9018,37.973854,72.99867,-0.095486216,0.13797383,0.020496536,19289962,7,3422,0.0076406905,608
7000055000310,27000700003440,7000055000314,7000055000000,27,3.060419,7000055000311,-1,7000055000309,7000055000310,-1,20,1.8073791,1.8073791,1.8073791,32113,3.8425438,9.51438,32.769245,132111,0,1,3,-183.03642,-29.436203,-160.77266,34.992714,72.57951,-0.04769506,0.110682495,0.05353781,19288083,7,3440,0.009523734,237
7000055000311,26000700003313,7000055000314,7000055000000,26,3.3080978,7000055000312,-1,7000055000310,7000055000311,-1,20,1.4631164,1.4631164,1.6352477,32110,3.9421096,9.520237,32.869534,132166,0,1,3,-161.68817,-22.58742,-136.9169,44.77615,75.9922,-0.088239454,0.10127295,-0.0038333617,19288146,7,3313,0.0073144566,439
7000055000312,25000700002729,7000055000314,7000055000000,25,3.575905,7000055000313,-1,7000055000311,7000055000312,-1,23,1.8934448,1.8934448,1.8934448,32110,4.040992,9.541605,32.941685,132166,0,1,3,-151.72777,-23.569365,-131.0864,41.57381,78.64138,-0.042022616,0.07004245,0.030221738,19288150,7,2729,0.0090663945,134
7000055000313,24000700002475,7000055000314,7000055000000,24,3.8656828,7000055000314,-1,7000055000312,7000055000313,-1,23,1.7213135,1.6352477,1.7213135,32110,4.1157455,9.551575,33.01681,132166,0,1,3,-141.37062,-20.807594,-125.35791,44.75267,80.035866,-0.0067646704,0.12474714,0.08476694,19288146,7,2475,0.008641948,683
7000055000314,23000700002392,7000055000314,7000055000000,23,4.1794686,-1,-1,7000055000313,7000055000314,-1,21,0.86065674,0.86065674,0.86065674,32110,4.1757774,9.559219,33.092834,132166,0,1,3,-127.45846,-19.615652,-121.54829,37.722168,68.26713,0.046098266,0.06280797,0.08481634,19288146,7,2392,0.01093006,327
7000055000315,31000700000007,7000055000316,7000055000000,31,2.2394855,7000055000316,-1,7000055000031,7000055000032,7000055000317,108,0.0,0.0,0.0,32113,3.0107331,9.476453,32.043045,132107,0,1,3,-137.42111,-84.92338,-27.368921,101.34702,137.81027,-0.09204203,0.016495494,0.3721486,393121,7,7,0.011297789,646
7000055000316,30000700000009,7000055000316,7000055000000,30,2.422044,-1,-1,7000055000315,7000055000033,-1,21,0.0,0.0,0.0,32113,3.0525784,9.442194,31.94879,132107,0,1,3,120.25716,-21.084534,627.0413,63.58842,106.610344,0.003054878,0.10338116,0.07734543,393100,7,9,0.004876292,778
7000055000317,31000700000008,7000055000329,7000055000000,31,2.2394855,7000055000318,7000055000330,7000055000030,7000055000032,7000055000381,26,0.0,0.0,0.0,32114,2.9660387,9.803278,31.896986,132121,0,1,3,55.088654,453.8343,191.09076,57.549236,85.20523,0.0019781797,-0.018992238,-0.007187396,393192,7,8,0.008495421,364
7000055000318,29000000000005,7000055000329,7000055000000,29,2.6188614,7000055000319,-1,7000055000317,7000055000034,7000055000187,50,0.0,0.0,0.0,32113,3.1986284,9.024707,31.703798,132107,0,1,3,-427.36075,396.30075,244.62325,52.640987,96.03877,-0.072408654,-0.018562315,0.040488943,396684,0,5,0.011101883,312
7000055000319,28000700000323,7000055000329,7000055000000,28,2.8311827,7000055000320,-1,7000055000318,7000055000463,-1,49,0.0,0.0,0.0,32113,3.4353352,8.857901,31.560999,132107,0,0,3,-370.40845,254.118,247.2471,56.305046,102.941795,-0.0020253528,-0.03973204,0.017110493,369273,7,323,0.009065956,396
7000055000320,27000700000731,7000055000329,7000055000000,27,3.060419,7000055000321,-1,7000055000319,7000055000320,-1,66,5.1639404,4.991809,5.1639404,32113,3.6372201,8.708894,31.39019,132105,0,0,3,-345.20874,184.34688,256.67554,55.961815,95.88515,0.05965833,-0.0781814,0.10578845,369272,7,731,0.013832065,30
7000055000321,26000000000992,7000055000329,7000055000000,26,3.3080978,7000055000322,-1,7000055000320,7000055000321,-1,53,5.594269,5.594269,5.594269,32113,3.818289,8.620221,31.2652,132105,0,0,3,-302.51303,144.67879,242.16103,56.384308,105.55808,0.0048211124,-0.045579985,-0.016026713,369272,0,992,0.009668557,116
7000055000322,25000000000821,7000055000329,7000055000000,25,3.575905,7000055000323,-1,7000055000321,7000055000322,-1,63,4.8196774,4.733612,4.8196774,657,3.987114,8.568192,31.145208,19812,0,0,3,-281.5482,109.27652,237.1151,59.3277,109.69809,0.16706677,0.051153354,0.027790872,369272,0,821,0.010922376,955
7000055000323,24000000001239,7000055000329,7000055000000,24,3.8656828,7000055000324,-1,7000055000322,7000055000323,-1,45,3.9590209,3.9590209,3.9590209,657,4.140617,8.489308,31.012035,19812,0,0,3,-267.4374,94.10118,211.55116,60.52985,105.27225,0.052045953,0.03497701,-0.015936442,369599,0,1239,0.008290535,27
7000055000324,23000000000690,7000055000329,7000055000000,23,4.1794686,7000055000325,-1,7000055000323,7000055000324,-1,65,3.098364,3.098364,4.131152,657,4.2831197,8.436613,30.911013,19812,0,0,3,-251.3057,93.10788,204.58403,55.949142,98.49605,0.026514422,-0.060116306,0.034121037,397003,0,690,0.013812429,392
7000055000325,22000000000694,7000055000329,7000055000000,22,4.5195556,7000055000326,-1,7000055000324,7000055000325,-1,55,4.3893495,4.3893495,4.4754148,657,4.3893824,8.38469,30.813166,19812,0,0,3,-226.03928,87.021904,190.27496,60.916348,109.6109,0.06951856,0.059833348,-0.030544778,372729,0,694,0.010354624,466
7000055000326,21000000000620,7000055000329,7000055000000,21,4.888449,7000055000327,-1,7000055000325,7000055000326,-1,51,4.217218,4.217218,4.217218,657,4.498652,8.366127,30.710852,19812,0,0,3,-212.4882,83.41219,187.12129,78.69498,123.412865,0.012242852,0.053656355,-0.13931125,369599,0,620,0.007475305,863
7000055000327,20000000000497,7000055000329,7000055000000,20,5.2888336,7000055000328,-1,7000055000326,7000055000327,-1,50,3.7008238,3.7008238,3.8729553,657,4.621837,8.30574,30.63195,19812,0,0,3,-198.22926,77.68546,169.68608,65.52579,114.66845,0.0014404831,0.05331793,-0.17402437,396684,0,497,0.00874616,912
