2000029000000,63000200000314,2000029000795,2000029000000,63,0.0,2000029000001,-1,-1,2000029000000,2000029000796,16504,1913.1538,1031.6692,1560.5427,8411,36.069508,31.767494,10.778777,100452,4,3,1,102.36034,-450.75162,300.03458,224.7188,384.26776,6.934141,-3.1104243,9.502001,5214889,2,314,0.21782358,54
2000029000001,62000200000317,2000029000694,2000029000000,62,0.019932542,2000029000002,2000029000695,2000029000000,2000029000001,2000029000797,16552,1887.0759,1047.161,1539.7148,8411,36.057125,31.86015,10.719653,100448,4,3,1,107.17664,-445.2305,298.45328,228.74765,388.93762,7.3874393,-3.8648243,10.702458,5214889,2,317,0.21316078,67
2000029000002,61000200000281,2000029000663,2000029000000,61,0.041403063,2000029000003,2000029000664,2000029000001,2000029000002,2000029000798,16258,1862.4612,1084.0833,1552.4526,8411,36.04646,31.94674,10.653294,100448,4,3,1,112.58301,-434.52203,301.1314,234.11641,395.74747,7.4637337,-3.2149324,9.984886,5217697,2,281,0.20204103,39
2000029000003,60000200000310,2000029000663,2000029000000,60,0.064493395,2000029000004,-1,2000029000002,2000029000003,2000029000799,15864,1836.5553,1191.0629,1561.4895,8411,36.03067,32.039043,10.579775,100448,4,3,1,121.43701,-425.57663,304.43295,238.28899,400.4517,7.3062367,-2.8979893,9.042562,5217697,2,310,0.19623093,854
2000029000004,59000200000324,2000029000632,2000029000000,59,0.08928783,2000029000005,2000029000633,2000029000003,2000029000004,2000029000800,15562,1802.4734,1264.3047,1568.2887,8411,36.007404,32.132927,10.503823,100448,4,3,1,136.51204,-415.0675,305.27255,238.21272,398.696,7.263733,-2.8788512,8.868511,5088567,2,324,0.19310533,746
2000029000005,58000200000319,2000029000632,2000029000000,58,0.11588337,2000029000006,-1,2000029000004,2000029000005,2000029000801,15617,1746.7888,1310.9523,1565.0182,8411,35.971096,32.225704,10.416399,100448,4,3,1,148.34074,-411.40454,292.9384,237.64125,389.4315,7.58547,-3.964875,9.653262,5215121,2,319,0.19907549,449
2000029000006,57000200000329,2000029000608,2000029000000,57,0.14438343,2000029000007,2000029000609,2000029000005,2000029000006,2000029000802,15663,1709.7806,1314.481,1564.9321,8411,35.918976,32.322308,10.328803,100450,4,3,1,152.6214,-420.3997,281.50656,242.12733,388.38977,7.0876894,-5.5345607,11.347705,5214974,2,329,0.20062408,749
2000029000007,56000200000324,2000029000608,2000029000000,56,0.17489761,2000029000008,-1,2000029000006,2000029000007,2000029000803,15020,1676.9896,1281.9481,1549.4403,8411,35.853443,32.44039,10.2378435,100450,4,3,1,175.43755,-415.9707,275.61252,235.71635,382.3639,5.795157,-4.762917,8.705248,5214974,2,324,0.1958782,598
2000029000008,55000200000319,2000029000605,2000029000000,55,0.20754863,2000029000009,2000029000606,2000029000007,2000029000008,2000029000804,14217,1635.506,1213.6981,1498.2312,8411,35.779755,32.56662,10.14792,100450,4,3,1,185.96278,-420.41275,262.1242,232.7176,380.70038,4.556495,-4.7727222,7.6140776,5217697,2,319,0.18632147,544
2000029000009,54000200000326,2000029000559,2000029000000,54,0.24246909,2000029000010,2000029000560,2000029000008,2000029000009,2000029000805,13234,1564.3296,1011.52985,1400.2024,8411,35.700146,32.701565,10.055124,100450,3,3,1,206.65582,-424.8406,253.79706,229.04272,383.341,4.362803,-1.5169882,3.809108,5217697,2,326,0.17110424,33
2000029000010,53000200000302,2000029000559,2000029000000,53,0.2798018,2000029000011,-1,2000029000009,2000029000010,2000029000806,13284,1410.8745,945.34534,1138.3046,8411,35.619244,32.8447,9.960246,100450,3,3,1,203.68031,-421.95532,228.55937,228.6984,389.92838,9.36371,1.2258123,2.5042992,5215121,2,302,0.16761534,505
2000029000011,52000200000290,2000029000461,2000029000000,52,0.31970343,2000029000012,2000029000462,2000029000010,2000029000011,2000029000807,11210,1139.4235,916.2551,1029.6036,8411,35.540413,32.987144,9.866278,100450,3,3,1,202.20827,-423.26324,233.86748,236.24486,389.94897,3.3656108,1.5523982,0.6923627,5088567,2,290,0.13759924,951
2000029000012,51000200000272,2000029000458,2000029000000,51,0.36234027,2000029000013,2000029000459,2000029000011,2000029000012,2000029000808,10652,1056.5422,896.7182,988.98065,8411,35.470592,33.11942,9.784939,100450,3,3,1,199.70213,-423.6768,218.44711,240.98158,400.68652,3.4134626,3.317423,-0.9902342,5087996,2,272,0.12343332,673
